study_id,subject_id,source_database,source_accession,source_url,publication_doi,publication_pmid,intervention_type,probiotic_species,probiotic_strain,number_of_strains,total_CFU_per_day,log10_CFU_per_day,strain_specific_CFU,prebiotic_type,prebiotic_dose_g_day,duration_weeks,dosage_form,placebo_type
PMID:41410828,needs_manual_extraction,PubMed,41410828,https://pubmed.ncbi.nlm.nih.gov/41410828/,10.1007/s11695-025-08437-9,41410828,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:40616774,needs_manual_extraction,PubMed,40616774,https://pubmed.ncbi.nlm.nih.gov/40616774/,10.1007/s12602-025-10639-7,40616774,needs_manual_extraction,,E24-,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:41515236,needs_manual_extraction,PubMed,41515236,https://europepmc.org/article/MED/41515236,10.3390/nu18010119,41515236,probiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:40508171,needs_manual_extraction,PubMed,40508171,https://europepmc.org/article/MED/40508171,10.3390/ijms26115362,40508171,postbiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:40507435,needs_manual_extraction,PubMed,40507435,https://europepmc.org/article/MED/40507435,10.3390/jcm14113673,40507435,probiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:41624202,needs_manual_extraction,PubMed,41624202,https://europepmc.org/article/MED/41624202,10.3389/fnut.2025.1699600,41624202,probiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:40871398,needs_manual_extraction,PubMed,40871398,https://europepmc.org/article/MED/40871398,10.3390/microorganisms13081894,40871398,probiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:41215695,needs_manual_extraction,PubMed,41215695,https://europepmc.org/article/MED/41215695,10.1080/20565623.2025.2583020,41215695,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:41228562,needs_manual_extraction,PubMed,41228562,https://europepmc.org/article/MED/41228562,10.3390/nu17213491,41228562,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:41049923,needs_manual_extraction,PubMed,41049923,https://europepmc.org/article/MED/41049923,10.7759/cureus.91470,41049923,needs_manual_extraction,,COVID-19,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:41515205,needs_manual_extraction,PubMed,41515205,https://europepmc.org/article/MED/41515205,10.3390/nu18010089,41515205,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:40764272,needs_manual_extraction,PubMed,40764272,https://europepmc.org/article/MED/40764272,10.1080/19490976.2025.2541028,40764272,prebiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:41365537,needs_manual_extraction,PubMed,41365537,https://pubmed.ncbi.nlm.nih.gov/41365537/,10.4014/jmb.2509.09005,41365537,needs_manual_extraction,Akkermansia muciniphila,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:41216275,needs_manual_extraction,PubMed,41216275,https://pubmed.ncbi.nlm.nih.gov/41216275/,10.21037/tgh-24-161,41216275,needs_manual_extraction,Lactobacillus acidophilus,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:41150739,needs_manual_extraction,PubMed,41150739,https://pubmed.ncbi.nlm.nih.gov/41150739/,10.3390/cimb47100791,41150739,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:39656675,needs_manual_extraction,PubMed,39656675,https://pubmed.ncbi.nlm.nih.gov/39656675/,10.1111/1750-3841.17564,39656675,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:37047729,needs_manual_extraction,PubMed,37047729,https://europepmc.org/article/MED/37047729,10.3390/ijms24076755,37047729,probiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:36904067,needs_manual_extraction,PubMed,36904067,https://pubmed.ncbi.nlm.nih.gov/36904067/,10.3390/nu15051067,36904067,probiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:37840104,needs_manual_extraction,PubMed,37840104,https://pubmed.ncbi.nlm.nih.gov/37840104/,10.1007/s11154-023-09843-z,37840104,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:35685874,needs_manual_extraction,PubMed,35685874,https://pubmed.ncbi.nlm.nih.gov/35685874/,10.3389/fnut.2022.871556,35685874,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:35334927,needs_manual_extraction,PubMed,35334927,https://pubmed.ncbi.nlm.nih.gov/35334927/,10.3390/nu14061270,35334927,probiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:36364814,needs_manual_extraction,PubMed,36364814,https://pubmed.ncbi.nlm.nih.gov/36364814/,10.3390/nu14214555,36364814,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:34887627,needs_manual_extraction,PubMed,34887627,https://europepmc.org/article/MED/34887627,10.3748/wjg.v27.i41.7041,34887627,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:27892954,needs_manual_extraction,PubMed,27892954,https://pubmed.ncbi.nlm.nih.gov/27892954/,10.1038/nm.4236,27892954,needs_manual_extraction,Akkermansia muciniphila,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:23886977,needs_manual_extraction,PubMed,23886977,https://pubmed.ncbi.nlm.nih.gov/23886977/,10.3920/BM2012.0069,23886977,probiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:23917447,needs_manual_extraction,PubMed,23917447,https://pubmed.ncbi.nlm.nih.gov/23917447/,10.1007/s00394-013-0568-9,23917447,needs_manual_extraction,Lactobacillus gasseri,SBT2055,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:42075218,needs_manual_extraction,PubMed,42075218,https://europepmc.org/article/MED/42075218,10.3390/microorganisms14040820,42075218,needs_manual_extraction,Akkermansia muciniphila,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:PMC12985339,needs_manual_extraction,publisher supplementary data,PMC12985339,,,,probiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:41987929,needs_manual_extraction,PubMed,41987929,https://europepmc.org/article/MED/41987929,10.3389/fnins.2026.1791299,41987929,probiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:42130741,needs_manual_extraction,PubMed,42130741,https://pubmed.ncbi.nlm.nih.gov/42130741/,10.3389/fendo.2026.1829579,42130741,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:41862452,needs_manual_extraction,PubMed,41862452,https://pubmed.ncbi.nlm.nih.gov/41862452/,10.1038/s41467-026-70613-x,41862452,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:10.20944/preprints202509.2367.v1,needs_manual_extraction,publisher supplementary data,10.20944/preprints202509.2367.v1,,10.20944/preprints202509.2367.v1,,needs_manual_extraction,Akkermansia muciniphila,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:41953220,needs_manual_extraction,PubMed,41953220,https://europepmc.org/article/MED/41953220,10.3389/fimmu.2025.1713426,41953220,probiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:40218922,needs_manual_extraction,PubMed,40218922,https://europepmc.org/article/MED/40218922,10.3390/nu17071165,40218922,needs_manual_extraction,Lactiplantibacillus plantarum,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:41425618,needs_manual_extraction,PubMed,41425618,https://europepmc.org/article/MED/41425618,10.3389/fnut.2025.1670598,41425618,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:40825779,needs_manual_extraction,PubMed,40825779,https://europepmc.org/article/MED/40825779,10.1038/s41538-025-00539-z,40825779,probiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:41584438,needs_manual_extraction,PubMed,41584438,https://europepmc.org/article/MED/41584438,10.1016/j.jff.2025.107114,41584438,synbiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:41462628,needs_manual_extraction,PubMed,41462628,https://pubmed.ncbi.nlm.nih.gov/41462628/,10.3390/antiox14121428,41462628,probiotic,Lactobacillus reuteri,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:41368199,needs_manual_extraction,PubMed,41368199,https://pubmed.ncbi.nlm.nih.gov/41368199/,10.1016/j.obpill.2025.100209,41368199,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:40214965,needs_manual_extraction,PubMed,40214965,https://pubmed.ncbi.nlm.nih.gov/40214965/,10.1007/s42000-025-00649-z,40214965,probiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:39339675,needs_manual_extraction,PubMed,39339675,https://europepmc.org/article/MED/39339675,10.3390/nu16183075,39339675,needs_manual_extraction,Akkermansia muciniphila,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:39481656,needs_manual_extraction,PubMed,39481656,https://pubmed.ncbi.nlm.nih.gov/39481656/,10.1016/j.bcp.2024.116596,39481656,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:38274765,needs_manual_extraction,PubMed,38274765,https://europepmc.org/article/MED/38274765,10.3389/fmicb.2023.1241259,38274765,probiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:PMC10576946,needs_manual_extraction,publisher supplementary data,PMC10576946,,,,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:37630832,needs_manual_extraction,PubMed,37630832,https://pubmed.ncbi.nlm.nih.gov/37630832/,10.3390/nu15163642,37630832,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:37810928,needs_manual_extraction,PubMed,37810928,https://pubmed.ncbi.nlm.nih.gov/37810928/,10.3389/fnut.2023.1237237,37810928,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:36687706,needs_manual_extraction,PubMed,36687706,https://pubmed.ncbi.nlm.nih.gov/36687706/,10.3389/fnut.2022.988529,36687706,prebiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:34065873,needs_manual_extraction,PubMed,34065873,https://europepmc.org/article/MED/34065873,10.3390/nu13051617,34065873,probiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:34855861,needs_manual_extraction,PubMed,34855861,https://pubmed.ncbi.nlm.nih.gov/34855861/,10.1371/journal.pone.0260765,34855861,needs_manual_extraction,Bifidobacterium animalis,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
