rank,members,n_strains,mean_v3,has_strong_bsh,has_strong_crossfeeder,n_genera,clinical_members,cohort_supported_members,composite_v3
1467,Lacticaseibacillus_paracasei; Lactiplantibacillus_plantarum; Lactococcus_lactis; Pediococcus_acidilactici,4,0.7335,True,True,4,2,0,0.8081
1468,Lacticaseibacillus_paracasei; Lactiplantibacillus_plantarum; Lactococcus_lactis; Pediococcus_pentosaceus,4,0.7335,True,True,4,2,0,0.8081
1469,Lactiplantibacillus_plantarum; Lacticaseibacillus_casei; Pediococcus_acidilactici,3,0.7327,True,True,3,1,0,0.8075
1470,Lactiplantibacillus_plantarum; Lacticaseibacillus_casei; Pediococcus_pentosaceus,3,0.7327,True,True,3,1,0,0.8075
1471,Lactiplantibacillus_plantarum; Lacticaseibacillus_rhamnosus; Pediococcus_pentosaceus,3,0.7327,True,True,3,1,0,0.8075
1472,Lactiplantibacillus_plantarum; Lacticaseibacillus_rhamnosus; Pediococcus_acidilactici,3,0.7327,True,True,3,1,0,0.8075
1473,Lacticaseibacillus_casei; Lactobacillus_rogosae; Limosilactobacillus_fermentum; Lactococcus_lactis,4,0.7325,True,True,4,0,0,0.8074
1474,Lacticaseibacillus_casei; Lactobacillus_acidophilus; Limosilactobacillus_fermentum; Lactococcus_lactis,4,0.7325,True,True,4,0,0,0.8074
1475,Lacticaseibacillus_casei; Lactobacillus_acidophilus; Limosilactobacillus_reuteri; Lactococcus_lactis,4,0.7325,True,True,4,0,0,0.8074
1476,Lacticaseibacillus_rhamnosus; Limosilactobacillus_reuteri; Lactobacillus_johnsonii; Lactococcus_lactis,4,0.7325,True,True,4,0,0,0.8074
1477,Lacticaseibacillus_rhamnosus; Lactobacillus_crispatus; Limosilactobacillus_fermentum; Lactococcus_lactis,4,0.7325,True,True,4,0,0,0.8074
1478,Lacticaseibacillus_rhamnosus; Lactobacillus_johnsonii; Limosilactobacillus_fermentum; Lactococcus_lactis,4,0.7325,True,True,4,0,0,0.8074
1479,Lacticaseibacillus_casei; Lactobacillus_johnsonii; Limosilactobacillus_fermentum; Lactococcus_lactis,4,0.7325,True,True,4,0,0,0.8074
1480,Lacticaseibacillus_casei; Limosilactobacillus_reuteri; Lactobacillus_crispatus; Lactococcus_lactis,4,0.7325,True,True,4,0,0,0.8074
1481,Lacticaseibacillus_casei; Lactobacillus_gasseri; Limosilactobacillus_reuteri; Lactococcus_lactis,4,0.7325,True,True,4,0,0,0.8074
1482,Lacticaseibacillus_rhamnosus; Lactobacillus_helveticus; Limosilactobacillus_fermentum; Lactococcus_lactis,4,0.7325,True,True,4,0,0,0.8074
1483,Lacticaseibacillus_rhamnosus; Lactobacillus_rogosae; Limosilactobacillus_fermentum; Lactococcus_lactis,4,0.7325,True,True,4,0,0,0.8074
1484,Lacticaseibacillus_casei; Lactobacillus_gasseri; Limosilactobacillus_fermentum; Lactococcus_lactis,4,0.7325,True,True,4,0,0,0.8074
1485,Lacticaseibacillus_casei; Limosilactobacillus_reuteri; Lactobacillus_helveticus; Lactococcus_lactis,4,0.7325,True,True,4,0,0,0.8074
1486,Lacticaseibacillus_rhamnosus; Lactobacillus_rogosae; Limosilactobacillus_reuteri; Lactococcus_lactis,4,0.7325,True,True,4,0,0,0.8074
1487,Lacticaseibacillus_casei; Limosilactobacillus_reuteri; Lactobacillus_johnsonii; Lactococcus_lactis,4,0.7325,True,True,4,0,0,0.8074
1488,Lacticaseibacillus_rhamnosus; Lactobacillus_ruminis; Limosilactobacillus_reuteri; Lactococcus_lactis,4,0.7325,True,True,4,0,0,0.8074
1489,Lacticaseibacillus_rhamnosus; Lactobacillus_acidophilus; Limosilactobacillus_reuteri; Lactococcus_lactis,4,0.7325,True,True,4,0,0,0.8074
1490,Lacticaseibacillus_rhamnosus; Lactobacillus_gasseri; Limosilactobacillus_reuteri; Lactococcus_lactis,4,0.7325,True,True,4,0,0,0.8074
1491,Lacticaseibacillus_rhamnosus; Lactobacillus_gasseri; Limosilactobacillus_fermentum; Lactococcus_lactis,4,0.7325,True,True,4,0,0,0.8074
1492,Lacticaseibacillus_casei; Lactobacillus_ruminis; Limosilactobacillus_fermentum; Lactococcus_lactis,4,0.7325,True,True,4,0,0,0.8074
1493,Lacticaseibacillus_casei; Lactobacillus_helveticus; Limosilactobacillus_fermentum; Lactococcus_lactis,4,0.7325,True,True,4,0,0,0.8074
1494,Lacticaseibacillus_casei; Lactobacillus_ruminis; Limosilactobacillus_reuteri; Lactococcus_lactis,4,0.7325,True,True,4,0,0,0.8074
1495,Lacticaseibacillus_rhamnosus; Lactobacillus_acidophilus; Limosilactobacillus_fermentum; Lactococcus_lactis,4,0.7325,True,True,4,0,0,0.8074
1496,Lacticaseibacillus_rhamnosus; Limosilactobacillus_reuteri; Lactobacillus_crispatus; Lactococcus_lactis,4,0.7325,True,True,4,0,0,0.8074
1497,Lacticaseibacillus_casei; Lactobacillus_rogosae; Limosilactobacillus_reuteri; Lactococcus_lactis,4,0.7325,True,True,4,0,0,0.8074
1498,Lacticaseibacillus_rhamnosus; Limosilactobacillus_reuteri; Lactobacillus_helveticus; Lactococcus_lactis,4,0.7325,True,True,4,0,0,0.8074
1499,Lacticaseibacillus_casei; Lactobacillus_crispatus; Limosilactobacillus_fermentum; Lactococcus_lactis,4,0.7325,True,True,4,0,0,0.8074
1500,Lacticaseibacillus_rhamnosus; Lactobacillus_ruminis; Limosilactobacillus_fermentum; Lactococcus_lactis,4,0.7325,True,True,4,0,0,0.8074
1501,Lacticaseibacillus_paracasei; Lactiplantibacillus_plantarum; Lacticaseibacillus_rhamnosus; Pediococcus_pentosaceus,4,0.766,True,True,3,2,0,0.8065
1502,Lacticaseibacillus_paracasei; Lactiplantibacillus_plantarum; Lacticaseibacillus_rhamnosus; Pediococcus_acidilactici,4,0.766,True,True,3,2,0,0.8065
1503,Lacticaseibacillus_paracasei; Lactiplantibacillus_plantarum; Lacticaseibacillus_casei; Pediococcus_acidilactici,4,0.766,True,True,3,2,0,0.8065
1504,Lacticaseibacillus_paracasei; Lactiplantibacillus_plantarum; Lacticaseibacillus_casei; Pediococcus_pentosaceus,4,0.766,True,True,3,2,0,0.8065
1505,Lactiplantibacillus_plantarum; Lacticaseibacillus_casei; Bifidobacterium_catenulatum; Lactococcus_lactis,4,0.7311,True,True,4,1,1,0.8064
1506,Lactiplantibacillus_plantarum; Lacticaseibacillus_casei; Bifidobacterium_dentium; Lactococcus_lactis,4,0.7311,True,True,4,1,0,0.8064
1507,Lactiplantibacillus_plantarum; Lacticaseibacillus_rhamnosus; Bifidobacterium_catenulatum; Lactococcus_lactis,4,0.7311,True,True,4,1,1,0.8064
1508,Lactiplantibacillus_plantarum; Lacticaseibacillus_rhamnosus; Bifidobacterium_dentium; Lactococcus_lactis,4,0.7311,True,True,4,1,0,0.8064
1509,Lactiplantibacillus_plantarum; Limosilactobacillus_fermentum; Pediococcus_acidilactici,3,0.7303,True,True,3,1,0,0.8058
1510,Lactiplantibacillus_plantarum; Limosilactobacillus_fermentum; Pediococcus_pentosaceus,3,0.7303,True,True,3,1,0,0.8058
1511,Lactiplantibacillus_plantarum; Lactobacillus_gasseri; Pediococcus_pentosaceus,3,0.7303,True,True,3,1,0,0.8058
1512,Lactiplantibacillus_plantarum; Lactobacillus_rogosae; Pediococcus_pentosaceus,3,0.7303,True,True,3,1,0,0.8058
1513,Lacticaseibacillus_paracasei; Lactobacillus_gasseri; Pediococcus_pentosaceus,3,0.7303,True,True,3,1,0,0.8058
1514,Lacticaseibacillus_paracasei; Lactobacillus_johnsonii; Pediococcus_pentosaceus,3,0.7303,True,True,3,1,0,0.8058
1515,Lacticaseibacillus_paracasei; Lactobacillus_helveticus; Pediococcus_pentosaceus,3,0.7303,True,True,3,1,0,0.8058
1516,Lactiplantibacillus_plantarum; Lactobacillus_gasseri; Pediococcus_acidilactici,3,0.7303,True,True,3,1,0,0.8058
1517,Lactiplantibacillus_plantarum; Limosilactobacillus_reuteri; Pediococcus_pentosaceus,3,0.7303,True,True,3,1,0,0.8058
1518,Lactiplantibacillus_plantarum; Lactobacillus_ruminis; Pediococcus_acidilactici,3,0.7303,True,True,3,1,0,0.8058
1519,Lactiplantibacillus_plantarum; Limosilactobacillus_reuteri; Pediococcus_acidilactici,3,0.7303,True,True,3,1,0,0.8058
1520,Lactiplantibacillus_plantarum; Lactobacillus_ruminis; Pediococcus_pentosaceus,3,0.7303,True,True,3,1,0,0.8058
1521,Lacticaseibacillus_paracasei; Lactobacillus_helveticus; Pediococcus_acidilactici,3,0.7303,True,True,3,1,0,0.8058
1522,Lacticaseibacillus_paracasei; Lactobacillus_crispatus; Pediococcus_pentosaceus,3,0.7303,True,True,3,1,0,0.8058
1523,Lacticaseibacillus_paracasei; Lactobacillus_crispatus; Pediococcus_acidilactici,3,0.7303,True,True,3,1,0,0.8058
1524,Lactiplantibacillus_plantarum; Lactobacillus_rogosae; Pediococcus_acidilactici,3,0.7303,True,True,3,1,0,0.8058
1525,Lactiplantibacillus_plantarum; Lactobacillus_acidophilus; Pediococcus_pentosaceus,3,0.7303,True,True,3,1,0,0.8058
1526,Lactiplantibacillus_plantarum; Lactobacillus_acidophilus; Pediococcus_acidilactici,3,0.7303,True,True,3,1,0,0.8058
1527,Lacticaseibacillus_paracasei; Limosilactobacillus_reuteri; Pediococcus_acidilactici,3,0.7303,True,True,3,1,0,0.8058
1528,Lacticaseibacillus_paracasei; Limosilactobacillus_reuteri; Pediococcus_pentosaceus,3,0.7303,True,True,3,1,0,0.8058
1529,Lacticaseibacillus_paracasei; Limosilactobacillus_fermentum; Pediococcus_pentosaceus,3,0.7303,True,True,3,1,0,0.8058
1530,Lacticaseibacillus_paracasei; Lactobacillus_johnsonii; Pediococcus_acidilactici,3,0.7303,True,True,3,1,0,0.8058
1531,Lacticaseibacillus_paracasei; Limosilactobacillus_fermentum; Pediococcus_acidilactici,3,0.7303,True,True,3,1,0,0.8058
1532,Lacticaseibacillus_rhamnosus; Lacticaseibacillus_casei; Lactobacillus_johnsonii; Limosilactobacillus_fermentum,4,0.765,True,True,3,0,0,0.8058
1533,Lacticaseibacillus_paracasei; Lactobacillus_acidophilus; Pediococcus_acidilactici,3,0.7303,True,True,3,1,0,0.8058
1534,Lacticaseibacillus_paracasei; Lactobacillus_acidophilus; Pediococcus_pentosaceus,3,0.7303,True,True,3,1,0,0.8058
1535,Lacticaseibacillus_rhamnosus; Lacticaseibacillus_casei; Lactobacillus_acidophilus; Limosilactobacillus_reuteri,4,0.765,True,True,3,0,0,0.8058
1536,Lacticaseibacillus_rhamnosus; Lacticaseibacillus_casei; Limosilactobacillus_reuteri; Lactobacillus_johnsonii,4,0.765,True,True,3,0,0,0.8058
1537,Lacticaseibacillus_paracasei; Lactobacillus_gasseri; Pediococcus_acidilactici,3,0.7303,True,True,3,1,0,0.8058
1538,Lacticaseibacillus_rhamnosus; Lacticaseibacillus_casei; Lactobacillus_acidophilus; Limosilactobacillus_fermentum,4,0.765,True,True,3,0,0,0.8058
1539,Lacticaseibacillus_rhamnosus; Lacticaseibacillus_casei; Lactobacillus_rogosae; Limosilactobacillus_reuteri,4,0.765,True,True,3,0,0,0.8058
1540,Lacticaseibacillus_rhamnosus; Lacticaseibacillus_casei; Lactobacillus_rogosae; Limosilactobacillus_fermentum,4,0.765,True,True,3,0,0,0.8058
1541,Lacticaseibacillus_rhamnosus; Lacticaseibacillus_casei; Lactobacillus_gasseri; Limosilactobacillus_reuteri,4,0.765,True,True,3,0,0,0.8058
1542,Lacticaseibacillus_rhamnosus; Lacticaseibacillus_casei; Lactobacillus_gasseri; Limosilactobacillus_fermentum,4,0.765,True,True,3,0,0,0.8058
1543,Lacticaseibacillus_rhamnosus; Lacticaseibacillus_casei; Limosilactobacillus_reuteri; Lactobacillus_crispatus,4,0.765,True,True,3,0,0,0.8058
1544,Lacticaseibacillus_rhamnosus; Lacticaseibacillus_casei; Limosilactobacillus_reuteri; Lactobacillus_helveticus,4,0.765,True,True,3,0,0,0.8058
1545,Lacticaseibacillus_rhamnosus; Lacticaseibacillus_casei; Lactobacillus_helveticus; Limosilactobacillus_fermentum,4,0.765,True,True,3,0,0,0.8058
1546,Lacticaseibacillus_rhamnosus; Lacticaseibacillus_casei; Lactobacillus_crispatus; Limosilactobacillus_fermentum,4,0.765,True,True,3,0,0,0.8058
1547,Lacticaseibacillus_rhamnosus; Lacticaseibacillus_casei; Lactobacillus_ruminis; Limosilactobacillus_fermentum,4,0.765,True,True,3,0,0,0.8058
1548,Lacticaseibacillus_rhamnosus; Lacticaseibacillus_casei; Lactobacillus_ruminis; Limosilactobacillus_reuteri,4,0.765,True,True,3,0,0,0.8058
1549,Lacticaseibacillus_paracasei; Lactobacillus_ruminis; Pediococcus_pentosaceus,3,0.7303,True,True,3,1,0,0.8058
1550,Lacticaseibacillus_paracasei; Lactobacillus_ruminis; Pediococcus_acidilactici,3,0.7303,True,True,3,1,0,0.8058
1551,Lacticaseibacillus_paracasei; Lactobacillus_rogosae; Pediococcus_pentosaceus,3,0.7303,True,True,3,1,0,0.8058
1552,Lacticaseibacillus_paracasei; Lactobacillus_rogosae; Pediococcus_acidilactici,3,0.7303,True,True,3,1,0,0.8058
1553,Lactiplantibacillus_plantarum; Lactobacillus_crispatus; Pediococcus_acidilactici,3,0.7303,True,True,3,1,0,0.8058
1554,Lactiplantibacillus_plantarum; Lactobacillus_helveticus; Pediococcus_pentosaceus,3,0.7303,True,True,3,1,0,0.8058
1555,Lactiplantibacillus_plantarum; Lactobacillus_helveticus; Pediococcus_acidilactici,3,0.7303,True,True,3,1,0,0.8058
1556,Lactiplantibacillus_plantarum; Lactobacillus_johnsonii; Pediococcus_acidilactici,3,0.7303,True,True,3,1,0,0.8058
1557,Lactiplantibacillus_plantarum; Lactobacillus_johnsonii; Pediococcus_pentosaceus,3,0.7303,True,True,3,1,0,0.8058
1558,Lactiplantibacillus_plantarum; Lactobacillus_crispatus; Pediococcus_pentosaceus,3,0.7303,True,True,3,1,0,0.8058
1559,Lacticaseibacillus_rhamnosus; Lactobacillus_helveticus; Bifidobacterium_longum; Lactococcus_lactis,4,0.7294,True,True,4,1,1,0.8051
1560,Lacticaseibacillus_paracasei; Lactobacillus_acidophilus; Bifidobacterium_dentium; Lactococcus_lactis,4,0.7294,True,True,4,1,0,0.8051
1561,Lacticaseibacillus_rhamnosus; Lactobacillus_johnsonii; Bifidobacterium_longum; Lactococcus_lactis,4,0.7294,True,True,4,1,1,0.8051
1562,Lacticaseibacillus_rhamnosus; Lactobacillus_ruminis; Bifidobacterium_animalis; Lactococcus_lactis,4,0.7294,True,True,4,1,1,0.8051
1563,Lacticaseibacillus_rhamnosus; Lactobacillus_crispatus; Bifidobacterium_animalis; Lactococcus_lactis,4,0.7294,True,True,4,1,1,0.8051
1564,Lacticaseibacillus_rhamnosus; Lactobacillus_crispatus; Bifidobacterium_longum; Lactococcus_lactis,4,0.7294,True,True,4,1,1,0.8051
1565,Lacticaseibacillus_rhamnosus; Lactobacillus_rogosae; Bifidobacterium_longum; Lactococcus_lactis,4,0.7294,True,True,4,1,1,0.8051
1566,Lacticaseibacillus_rhamnosus; Lactobacillus_rogosae; Bifidobacterium_animalis; Lactococcus_lactis,4,0.7294,True,True,4,1,1,0.8051
1567,Lacticaseibacillus_paracasei; Lactobacillus_acidophilus; Bifidobacterium_catenulatum; Lactococcus_lactis,4,0.7294,True,True,4,1,1,0.8051
1568,Lacticaseibacillus_rhamnosus; Lactobacillus_helveticus; Bifidobacterium_animalis; Lactococcus_lactis,4,0.7294,True,True,4,1,1,0.8051
1569,Lacticaseibacillus_paracasei; Lactobacillus_ruminis; Bifidobacterium_catenulatum; Lactococcus_lactis,4,0.7294,True,True,4,1,1,0.8051
1570,Lacticaseibacillus_rhamnosus; Lactobacillus_johnsonii; Bifidobacterium_animalis; Lactococcus_lactis,4,0.7294,True,True,4,1,1,0.8051
1571,Lacticaseibacillus_casei; Lactobacillus_johnsonii; Bifidobacterium_longum; Lactococcus_lactis,4,0.7294,True,True,4,1,1,0.8051
1572,Lacticaseibacillus_rhamnosus; Limosilactobacillus_fermentum; Bifidobacterium_longum; Lactococcus_lactis,4,0.7294,True,True,4,1,1,0.8051
1573,Lacticaseibacillus_rhamnosus; Limosilactobacillus_fermentum; Bifidobacterium_animalis; Lactococcus_lactis,4,0.7294,True,True,4,1,1,0.8051
1574,Lacticaseibacillus_casei; Lactobacillus_johnsonii; Bifidobacterium_animalis; Lactococcus_lactis,4,0.7294,True,True,4,1,1,0.8051
1575,Lacticaseibacillus_paracasei; Lactobacillus_ruminis; Bifidobacterium_dentium; Lactococcus_lactis,4,0.7294,True,True,4,1,0,0.8051
1576,Lacticaseibacillus_casei; Lactobacillus_crispatus; Bifidobacterium_animalis; Lactococcus_lactis,4,0.7294,True,True,4,1,1,0.8051
1577,Lacticaseibacillus_casei; Limosilactobacillus_fermentum; Bifidobacterium_longum; Lactococcus_lactis,4,0.7294,True,True,4,1,1,0.8051
1578,Lactiplantibacillus_plantarum; Lactobacillus_helveticus; Bifidobacterium_dentium; Lactococcus_lactis,4,0.7294,True,True,4,1,0,0.8051
1579,Lacticaseibacillus_paracasei; Lactobacillus_helveticus; Bifidobacterium_dentium; Lactococcus_lactis,4,0.7294,True,True,4,1,0,0.8051
1580,Lactiplantibacillus_plantarum; Lactobacillus_helveticus; Bifidobacterium_catenulatum; Lactococcus_lactis,4,0.7294,True,True,4,1,1,0.8051
1581,Lacticaseibacillus_casei; Limosilactobacillus_reuteri; Bifidobacterium_longum; Lactococcus_lactis,4,0.7294,True,True,4,1,1,0.8051
1582,Lacticaseibacillus_casei; Lactobacillus_helveticus; Bifidobacterium_animalis; Lactococcus_lactis,4,0.7294,True,True,4,1,1,0.8051
1583,Lacticaseibacillus_rhamnosus; Lactobacillus_gasseri; Bifidobacterium_longum; Lactococcus_lactis,4,0.7294,True,True,4,1,1,0.8051
1584,Lacticaseibacillus_rhamnosus; Lactobacillus_gasseri; Bifidobacterium_animalis; Lactococcus_lactis,4,0.7294,True,True,4,1,1,0.8051
1585,Lacticaseibacillus_casei; Limosilactobacillus_reuteri; Bifidobacterium_animalis; Lactococcus_lactis,4,0.7294,True,True,4,1,1,0.8051
1586,Lacticaseibacillus_paracasei; Limosilactobacillus_reuteri; Bifidobacterium_dentium; Lactococcus_lactis,4,0.7294,True,True,4,1,0,0.8051
1587,Lactiplantibacillus_plantarum; Limosilactobacillus_reuteri; Bifidobacterium_catenulatum; Lactococcus_lactis,4,0.7294,True,True,4,1,1,0.8051
1588,Lactiplantibacillus_plantarum; Lactobacillus_gasseri; Bifidobacterium_catenulatum; Lactococcus_lactis,4,0.7294,True,True,4,1,1,0.8051
1589,Lacticaseibacillus_casei; Lactobacillus_crispatus; Bifidobacterium_longum; Lactococcus_lactis,4,0.7294,True,True,4,1,1,0.8051
1590,Lactiplantibacillus_plantarum; Lactobacillus_gasseri; Bifidobacterium_dentium; Lactococcus_lactis,4,0.7294,True,True,4,1,0,0.8051
1591,Lacticaseibacillus_casei; Lactobacillus_helveticus; Bifidobacterium_longum; Lactococcus_lactis,4,0.7294,True,True,4,1,1,0.8051
1592,Lacticaseibacillus_paracasei; Limosilactobacillus_reuteri; Bifidobacterium_catenulatum; Lactococcus_lactis,4,0.7294,True,True,4,1,1,0.8051
1593,Lactiplantibacillus_plantarum; Limosilactobacillus_reuteri; Bifidobacterium_dentium; Lactococcus_lactis,4,0.7294,True,True,4,1,0,0.8051
1594,Lacticaseibacillus_casei; Limosilactobacillus_fermentum; Bifidobacterium_animalis; Lactococcus_lactis,4,0.7294,True,True,4,1,1,0.8051
1595,Lacticaseibacillus_rhamnosus; Lactobacillus_acidophilus; Bifidobacterium_longum; Lactococcus_lactis,4,0.7294,True,True,4,1,1,0.8051
1596,Lacticaseibacillus_rhamnosus; Lactobacillus_acidophilus; Bifidobacterium_animalis; Lactococcus_lactis,4,0.7294,True,True,4,1,1,0.8051
1597,Lacticaseibacillus_casei; Lactobacillus_acidophilus; Bifidobacterium_longum; Lactococcus_lactis,4,0.7294,True,True,4,1,1,0.8051
1598,Lacticaseibacillus_casei; Lactobacillus_rogosae; Bifidobacterium_animalis; Lactococcus_lactis,4,0.7294,True,True,4,1,1,0.8051
1599,Lactiplantibacillus_plantarum; Lactobacillus_crispatus; Bifidobacterium_dentium; Lactococcus_lactis,4,0.7294,True,True,4,1,0,0.8051
1600,Lacticaseibacillus_casei; Lactobacillus_ruminis; Bifidobacterium_animalis; Lactococcus_lactis,4,0.7294,True,True,4,1,1,0.8051
1601,Lacticaseibacillus_casei; Lactobacillus_ruminis; Bifidobacterium_longum; Lactococcus_lactis,4,0.7294,True,True,4,1,1,0.8051
1602,Lacticaseibacillus_paracasei; Lactobacillus_helveticus; Bifidobacterium_catenulatum; Lactococcus_lactis,4,0.7294,True,True,4,1,1,0.8051
1603,Lactiplantibacillus_plantarum; Lactobacillus_johnsonii; Bifidobacterium_catenulatum; Lactococcus_lactis,4,0.7294,True,True,4,1,1,0.8051
1604,Lactiplantibacillus_plantarum; Lactobacillus_johnsonii; Bifidobacterium_dentium; Lactococcus_lactis,4,0.7294,True,True,4,1,0,0.8051
1605,Lacticaseibacillus_paracasei; Limosilactobacillus_fermentum; Bifidobacterium_dentium; Lactococcus_lactis,4,0.7294,True,True,4,1,0,0.8051
1606,Lacticaseibacillus_paracasei; Lactobacillus_johnsonii; Bifidobacterium_catenulatum; Lactococcus_lactis,4,0.7294,True,True,4,1,1,0.8051
1607,Lacticaseibacillus_paracasei; Lactobacillus_crispatus; Bifidobacterium_catenulatum; Lactococcus_lactis,4,0.7294,True,True,4,1,1,0.8051
1608,Lacticaseibacillus_casei; Lactobacillus_gasseri; Bifidobacterium_animalis; Lactococcus_lactis,4,0.7294,True,True,4,1,1,0.8051
1609,Lacticaseibacillus_casei; Lactobacillus_gasseri; Bifidobacterium_longum; Lactococcus_lactis,4,0.7294,True,True,4,1,1,0.8051
1610,Lacticaseibacillus_paracasei; Lactobacillus_johnsonii; Bifidobacterium_dentium; Lactococcus_lactis,4,0.7294,True,True,4,1,0,0.8051
1611,Lacticaseibacillus_paracasei; Limosilactobacillus_fermentum; Bifidobacterium_catenulatum; Lactococcus_lactis,4,0.7294,True,True,4,1,1,0.8051
1612,Lacticaseibacillus_paracasei; Lactobacillus_rogosae; Bifidobacterium_catenulatum; Lactococcus_lactis,4,0.7294,True,True,4,1,1,0.8051
1613,Lacticaseibacillus_paracasei; Lactobacillus_rogosae; Bifidobacterium_dentium; Lactococcus_lactis,4,0.7294,True,True,4,1,0,0.8051
1614,Lactiplantibacillus_plantarum; Lactobacillus_ruminis; Bifidobacterium_catenulatum; Lactococcus_lactis,4,0.7294,True,True,4,1,1,0.8051
1615,Lacticaseibacillus_rhamnosus; Limosilactobacillus_reuteri; Bifidobacterium_animalis; Lactococcus_lactis,4,0.7294,True,True,4,1,1,0.8051
1616,Lacticaseibacillus_rhamnosus; Limosilactobacillus_reuteri; Bifidobacterium_longum; Lactococcus_lactis,4,0.7294,True,True,4,1,1,0.8051
1617,Lacticaseibacillus_paracasei; Lactobacillus_gasseri; Bifidobacterium_dentium; Lactococcus_lactis,4,0.7294,True,True,4,1,0,0.8051
1618,Lacticaseibacillus_rhamnosus; Lactobacillus_ruminis; Bifidobacterium_longum; Lactococcus_lactis,4,0.7294,True,True,4,1,1,0.8051
1619,Lacticaseibacillus_paracasei; Lactobacillus_crispatus; Bifidobacterium_dentium; Lactococcus_lactis,4,0.7294,True,True,4,1,0,0.8051
1620,Lactiplantibacillus_plantarum; Lactobacillus_acidophilus; Bifidobacterium_dentium; Lactococcus_lactis,4,0.7294,True,True,4,1,0,0.8051
